#x Tg Ts u porosity solidDensity effectiveSolidHeatConductivity tortuosity_factor solidHeatCapacity specificArea extinctionCoefficient scatteringAlbedo emissivity hv insulationTransmissivity divq divSolidHeatConduction N2 H O2 OH O H2 H2O HO2 K KOH 
0.0499283 300.018 300.039 7.85524 0.299713 4320 0.378798 1 574.69 3814.76 715.268 1 0 6.68554e+06 0 0 -143341 0.74522 2.24677e-26 0.226269 1.9126e-23 1.44252e-20 0.0285116 5.35824e-21 2.74433e-18 -1.0422e-22 2.35358e-25 
0.0499402 300.018 300.041 7.85401 0.299761 4320 0.378797 1 574.692 3814.07 715.138 1 0 6.68318e+06 0 0 -148778 0.74522 2.24662e-26 0.226269 1.91242e-23 1.44237e-20 0.0285116 5.35985e-21 2.74433e-18 -1.0422e-22 2.35358e-25 
0.0499521 300.019 300.042 7.85278 0.299808 4320 0.378797 1 574.694 3813.38 715.009 1 0 6.68081e+06 0 0 -154415 0.74522 2.24647e-26 0.226269 1.91225e-23 1.44223e-20 0.0285116 5.36146e-21 2.74434e-18 -1.0422e-22 2.35358e-25 
0.049964 300.02 300.044 7.85155 0.299856 4320 0.378796 1 574.696 3812.69 714.879 1 0 6.67846e+06 0 0 -160247 0.74522 2.24632e-26 0.226269 1.91208e-23 1.44209e-20 0.0285116 5.36307e-21 2.74435e-18 -1.0422e-22 2.35358e-25 
0.0499878 300.021 300.047 7.8491 0.299951 4320 0.378794 1 574.7 3811.3 714.62 1 0 6.67374e+06 0 0 -172432 0.74522 2.24604e-26 0.226269 1.91174e-23 1.4418e-20 0.0285116 5.3663e-21 2.74436e-18 -1.0422e-22 2.35358e-25 
0.0500116 300.023 300.051 7.84665 0.300046 4320 0.378792 1 574.704 3809.92 714.36 1 0 6.66903e+06 0 0 -185563 0.74522 2.24577e-26 0.226269 1.9114e-23 1.44151e-20 0.0285116 5.36952e-21 2.74437e-18 -1.0422e-22 2.35358e-25 
0.0500354 300.025 300.055 7.8442 0.300142 4320 0.378791 1 574.709 3808.54 714.101 1 0 6.66433e+06 0 0 -199746 0.74522 2.24552e-26 0.226269 1.91107e-23 1.44123e-20 0.0285116 5.37275e-21 2.74438e-18 -1.0422e-22 2.35358e-25 
0.0500473 300.026 300.057 7.84298 0.300189 4320 0.37879 1 574.711 3807.85 713.972 1 0 6.66199e+06 0 0 -207330 0.74522 2.24539e-26 0.226269 1.9109e-23 1.44108e-20 0.0285116 5.37436e-21 2.74438e-18 -1.0422e-22 2.35358e-25 
0.0500592 300.027 300.059 7.84177 0.300237 4320 0.378789 1 574.714 3807.16 713.843 1 0 6.65964e+06 0 0 -215192 0.74522 2.24527e-26 0.226269 1.91073e-23 1.44094e-20 0.0285116 5.37597e-21 2.74439e-18 -1.0422e-22 2.35358e-25 
0.0500711 300.028 300.061 7.84055 0.300284 4320 0.378788 1 574.717 3806.47 713.713 1 0 6.65729e+06 0 0 -223346 0.74522 2.24515e-26 0.226269 1.91057e-23 1.4408e-20 0.0285116 5.37758e-21 2.74439e-18 -1.0422e-22 2.35358e-25 
0.050083 300.029 300.063 7.83933 0.300332 4320 0.378787 1 574.719 3805.78 713.584 1 0 6.65495e+06 0 0 -231777 0.74522 2.24504e-26 0.226269 1.9104e-23 1.44065e-20 0.0285116 5.37919e-21 2.7444e-18 -1.0422e-22 2.35358e-25 
0.0501068 300.031 300.068 7.8369 0.300427 4320 0.378784 1 574.725 3804.4 713.326 1 0 6.65027e+06 0 0 -249393 0.74522 2.24483e-26 0.226269 1.91008e-23 1.44036e-20 0.0285116 5.38242e-21 2.74441e-18 -1.0422e-22 2.35358e-25 
0.0501306 300.033 300.073 7.83448 0.300522 4320 0.378782 1 574.731 3803.03 713.068 1 0 6.6456e+06 0 0 -268374 0.74522 2.24464e-26 0.226269 1.90976e-23 1.44008e-20 0.0285116 5.38565e-21 2.74442e-18 -1.0422e-22 2.35358e-25 
0.0501544 300.036 300.079 7.83207 0.300618 4320 0.37878 1 574.738 3801.65 712.81 1 0 6.64093e+06 0 0 -288871 0.74522 2.24447e-26 0.226269 1.90945e-23 1.43979e-20 0.0285116 5.38887e-21 2.74443e-18 -1.0422e-22 2.35358e-25 
0.0501663 300.037 300.082 7.83086 0.300665 4320 0.378779 1 574.742 3800.96 712.681 1 0 6.6386e+06 0 0 -299833 0.74522 2.24438e-26 0.226269 1.90929e-23 1.43965e-20 0.0285116 5.39049e-21 2.74444e-18 -1.0422e-22 2.35358e-25 
0.0501782 300.038 300.085 7.82966 0.300713 4320 0.378777 1 574.745 3800.28 712.552 1 0 6.63627e+06 0 0 -311198 0.74522 2.24431e-26 0.226269 1.90913e-23 1.4395e-20 0.0285116 5.3921e-21 2.74444e-18 -1.0422e-22 2.35358e-25 
0.0501901 300.04 300.088 7.82845 0.30076 4320 0.378776 1 574.749 3799.59 712.423 1 0 6.63394e+06 0 0 -322987 0.74522 2.24424e-26 0.226269 1.90898e-23 1.43936e-20 0.0285116 5.39371e-21 2.74445e-18 -1.0422e-22 2.35358e-25 
0.050202 300.041 300.092 7.82725 0.300808 4320 0.378774 1 574.753 3798.9 712.294 1 0 6.63161e+06 0 0 -335215 0.74522 2.24417e-26 0.226269 1.90883e-23 1.43922e-20 0.0285116 5.39533e-21 2.74445e-18 -1.0422e-22 2.35358e-25 
0.0502139 300.043 300.095 7.82605 0.300856 4320 0.378773 1 574.757 3798.21 712.165 1 0 6.62929e+06 0 0 -347901 0.74522 2.24411e-26 0.226269 1.90868e-23 1.43907e-20 0.0285116 5.39694e-21 2.74446e-18 -1.0422e-22 2.35358e-25 
0.0502258 300.044 300.099 7.82486 0.300903 4320 0.378771 1 574.762 3797.53 712.037 1 0 6.62697e+06 0 0 -361063 0.74522 2.24406e-26 0.226269 1.90852e-23 1.43893e-20 0.0285116 5.39855e-21 2.74446e-18 -1.0422e-22 2.35358e-25 
0.0502377 300.046 300.102 7.82366 0.300951 4320 0.37877 1 574.766 3796.84 711.908 1 0 6.62464e+06 0 0 -374744 0.74522 2.244e-26 0.226269 1.90838e-23 1.43878e-20 0.0285116 5.40017e-21 2.74447e-18 -1.0422e-22 2.35358e-25 
0.0502437 300.047 300.104 7.82306 0.300975 4320 0.378769 1 574.768 3796.5 711.844 1 0 6.62348e+06 0 0 -381814 0.74522 2.24397e-26 0.226269 1.9083e-23 1.43871e-20 0.0285116 5.40097e-21 2.74447e-18 -1.0422e-22 2.35358e-25 
0.0502496 300.048 300.106 7.82247 0.300999 4320 0.378768 1 574.771 3796.16 711.779 1 0 6.62233e+06 0 0 -389003 0.74522 2.24395e-26 0.226269 1.90823e-23 1.43864e-20 0.0285116 5.40178e-21 2.74447e-18 -1.0422e-22 2.35359e-25 
0.0502556 300.048 300.108 7.82187 0.301022 4320 0.378767 1 574.773 3795.81 711.715 1 0 6.62117e+06 0 0 -396332 0.74522 2.24393e-26 0.226269 1.90815e-23 1.43856e-20 0.0285116 5.40258e-21 2.74447e-18 -1.0422e-22 2.35359e-25 
0.0502615 300.049 300.11 7.82128 0.301046 4320 0.378766 1 574.776 3795.47 711.651 1 0 6.62001e+06 0 0 -403768 0.74522 2.24392e-26 0.226269 1.90808e-23 1.43849e-20 0.0285116 5.40339e-21 2.74447e-18 -1.0422e-22 2.35359e-25 
0.0502734 300.051 300.114 7.82009 0.301094 4320 0.378764 1 574.781 3794.79 711.522 1 0 6.61769e+06 0 0 -418979 0.74522 2.2439e-26 0.226269 1.90794e-23 1.43835e-20 0.0285116 5.405e-21 2.74448e-18 -1.0422e-22 2.35359e-25 
0.0502853 300.053 300.119 7.8189 0.301141 4320 0.378762 1 574.786 3794.1 711.394 1 0 6.61538e+06 0 0 -434768 0.74522 2.24389e-26 0.226269 1.90779e-23 1.4382e-20 0.0285116 5.40662e-21 2.74448e-18 -1.0422e-22 2.35359e-25 
0.0502972 300.055 300.123 7.81772 0.301189 4320 0.378759 1 574.791 3793.42 711.265 1 0 6.61307e+06 0 0 -451102 0.74522 2.24388e-26 0.226269 1.90765e-23 1.43806e-20 0.0285116 5.40824e-21 2.74449e-18 -1.0422e-22 2.35359e-25 
0.050321 300.059 300.133 7.81536 0.301284 4320 0.378753 1 574.802 3792.05 711.009 1 0 6.60846e+06 0 0 -485060 0.74522 2.2439e-26 0.226269 1.90738e-23 1.43777e-20 0.0285116 5.41147e-21 2.7445e-18 -1.0422e-22 2.35359e-25 
0.0503687 300.069 300.154 7.81067 0.301475 4320 0.378742 1 574.828 3789.31 710.496 1 0 6.59925e+06 0 0 -558994 0.74522 2.24406e-26 0.226269 1.90688e-23 1.4372e-20 0.0285116 5.41794e-21 2.74453e-18 -1.0422e-22 2.35359e-25 
0.0504163 300.08 300.178 7.80604 0.301665 4320 0.378731 1 574.857 3786.58 709.984 1 0 6.59009e+06 0 0 -644897 0.74522 2.24439e-26 0.226269 1.90641e-23 1.43662e-20 0.0285116 5.42441e-21 2.74455e-18 -1.0422e-22 2.35359e-25 
0.0504639 300.093 300.206 7.80145 0.301855 4320 0.378709 1 574.891 3783.85 709.472 1 0 6.58096e+06 0 0 -744050 0.74522 2.24492e-26 0.226269 1.90599e-23 1.43605e-20 0.0285116 5.43089e-21 2.74457e-18 -1.0422e-22 2.35359e-25 
0.0505591 300.128 300.276 7.79251 0.302236 4320 0.378673 1 574.975 3778.41 708.452 1 0 6.56284e+06 0 0 -976744 0.74522 2.24684e-26 0.226269 1.90538e-23 1.4349e-20 0.0285116 5.44387e-21 2.74462e-18 -1.0422e-22 2.35359e-25 
0.0506543 300.173 300.37 7.78387 0.302617 4320 0.378625 1 575.087 3772.98 707.434 1 0 6.54492e+06 0 0 -1.28966e+06 0.74522 2.24996e-26 0.226269 1.90506e-23 1.43374e-20 0.0285116 5.45688e-21 2.74467e-18 -1.0422e-22 2.35359e-25 
0.0507495 300.232 300.494 7.77563 0.302998 4320 0.378561 1 575.236 3767.57 706.419 1 0 6.52722e+06 0 0 -1.70767e+06 0.74522 2.25467e-26 0.226269 1.90513e-23 1.43258e-20 0.0285116 5.46991e-21 2.74472e-18 -1.0422e-22 2.35359e-25 
0.0508447 300.312 300.659 7.76793 0.303379 4320 0.378416 1 575.434 3762.17 705.407 1 0 6.5098e+06 0 0 -2.26093e+06 0.74522 2.26156e-26 0.226269 1.90574e-23 1.43142e-20 0.0285116 5.48299e-21 2.74476e-18 -1.0422e-22 2.35359e-25 
0.0510352 300.574 301.152 7.75524 0.304141 4320 0.378121 1 576.023 3751.43 703.392 1 0 6.47625e+06 0 0 -3.7436e+06 0.74522 2.28692e-26 0.226269 1.91e-23 1.42907e-20 0.0285116 5.50939e-21 2.74486e-18 -1.0422e-22 2.35359e-25 
0.0512256 301.017 302.004 7.74726 0.304902 4320 0.377791 1 577.04 3740.74 701.389 1 0 6.44483e+06 0 0 -6.36522e+06 0.74522 2.3329e-26 0.226269 1.91938e-23 1.42668e-20 0.0285116 5.5362e-21 2.74496e-18 -1.0422e-22 2.35359e-25 
0.0513208 301.319 302.66 7.74536 0.305283 4320 0.377459 1 577.819 3735.42 700.391 1 0 6.43003e+06 0 0 -8.63093e+06 0.74522 2.36523e-26 0.226269 1.9261e-23 1.42547e-20 0.0285116 5.54975e-21 2.74501e-18 -1.0422e-22 2.35359e-25 
0.051416 301.723 303.523 7.74609 0.305664 4320 0.377023 1 578.841 3730.12 699.397 1 0 6.41634e+06 0 0 -1.15658e+07 0.74522 2.40975e-26 0.226269 1.93557e-23 1.42424e-20 0.0285116 5.56348e-21 2.74506e-18 -1.0422e-22 2.35359e-25 
0.0515112 302.262 304.666 7.75026 0.306045 4320 0.376448 1 580.187 3724.83 698.405 1 0 6.40405e+06 0 0 -1.54044e+07 0.74522 2.47089e-26 0.226269 1.9488e-23 1.42299e-20 0.0285116 5.57746e-21 2.74511e-18 -1.0422e-22 2.35359e-25 
0.0516064 302.974 306.181 7.75887 0.306426 4320 0.375919 1 581.961 3719.55 697.416 1 0 6.39357e+06 0 0 -2.05043e+07 0.74522 2.55461e-26 0.226269 1.967e-23 1.4217e-20 0.0285116 5.59176e-21 2.74516e-18 -1.0422e-22 2.35359e-25 
0.0516541 303.391 307.125 7.76473 0.306616 4320 0.375483 1 583.06 3716.92 696.923 1 0 6.38895e+06 0 0 -2.3853e+07 0.74522 2.60496e-26 0.226269 1.97785e-23 1.42107e-20 0.0285116 5.59904e-21 2.74519e-18 -1.0422e-22 2.35359e-25 
0.0517017 303.873 308.215 7.77222 0.306807 4320 0.375122 1 584.321 3714.29 696.43 1 0 6.38498e+06 0 0 -2.76771e+07 0.74522 2.66573e-26 0.226269 1.99219e-23 1.42056e-20 0.0285116 5.60674e-21 2.74522e-18 -1.0422e-22 2.35359e-25 
0.0517255 304.133 308.822 7.77646 0.306902 4320 0.374924 1 585.022 3712.98 696.184 1 0 6.38319e+06 0 0 -2.98973e+07 0.74522 2.70688e-26 0.226269 2.00807e-23 1.42086e-20 0.0285116 5.61218e-21 2.74523e-18 -1.0422e-22 2.35359e-25 
0.0517374 304.269 309.144 7.77873 0.306949 4320 0.374785 1 585.391 3712.32 696.061 1 0 6.38235e+06 0 0 -3.10806e+07 0.74522 2.74849e-26 0.226269 2.03436e-23 1.42204e-20 0.0285116 5.6189e-21 2.74523e-18 -1.0422e-22 2.35359e-25 
0.0517493 304.409 309.476 7.78112 0.306997 4320 0.374679 1 585.774 3711.67 695.938 1 0 6.38156e+06 0 0 -3.22853e+07 0.74522 2.85623e-26 0.226269 2.11778e-23 1.42619e-20 0.0285116 5.64061e-21 2.74524e-18 -1.0422e-22 2.35359e-25 
0.0517552 304.481 309.647 7.78235 0.307021 4320 0.374605 1 585.97 3711.34 695.876 1 0 6.38118e+06 0 0 -3.29716e+07 0.74522 3.0095e-26 0.226269 2.23418e-23 1.43183e-20 0.0285116 5.67442e-21 2.74525e-18 -1.0422e-22 2.35359e-25 
0.0517612 304.555 309.822 7.78363 0.307045 4320 0.374531 1 586.17 3711.01 695.815 1 0 6.38082e+06 0 0 -3.36134e+07 0.74522 3.33583e-26 0.226269 2.48918e-23 1.44376e-20 0.0285116 5.75908e-21 2.74526e-18 -1.0422e-22 2.35359e-25 
0.0517671 304.63 309.999 7.78494 0.307068 4320 0.374455 1 586.373 3710.68 695.753 1 0 6.38047e+06 0 0 -3.42667e+07 0.74522 4.05462e-26 0.226269 3.04939e-23 1.46892e-20 0.0285116 5.97321e-21 2.74528e-18 -1.0422e-22 2.35359e-25 
0.0517731 304.706 310.18 7.78628 0.307092 4320 0.374378 1 586.58 3710.36 695.692 1 0 6.38013e+06 0 0 -3.49318e+07 0.74522 5.66561e-26 0.226269 4.28189e-23 1.52182e-20 0.0285116 6.51707e-21 2.74533e-18 -1.0422e-22 2.35359e-25 
0.051779 304.784 310.364 7.78766 0.307116 4320 0.3743 1 586.79 3710.03 695.631 1 0 6.37981e+06 0 0 -3.55557e+07 0.74522 9.32505e-26 0.226269 6.99539e-23 1.63294e-20 0.0285116 7.90059e-21 2.74546e-18 -1.04221e-22 2.35359e-25 
0.051785 304.863 310.551 7.78908 0.30714 4320 0.37424 1 587.004 3709.7 695.569 1 0 6.3795e+06 0 0 -3.62255e+07 0.74522 1.7754e-25 0.226269 1.29715e-22 1.86622e-20 0.0285116 1.14222e-20 2.7458e-18 -1.04221e-22 2.35359e-25 
0.0517879 304.903 310.646 7.7898 0.307152 4320 0.3742 1 587.113 3709.54 695.538 1 0 6.37935e+06 0 0 -3.66459e+07 0.74522 2.62085e-25 0.226269 1.86555e-22 2.07898e-20 0.0285116 1.5225e-20 2.74617e-18 -1.04221e-22 2.35359e-25 
0.0517909 304.943 310.742 7.79053 0.307164 4320 0.374159 1 587.222 3709.37 695.508 1 0 6.3792e+06 0 0 -3.6943e+07 0.74522 3.94931e-25 0.226269 2.77095e-22 2.40858e-20 0.0285116 2.19686e-20 2.74684e-18 -1.04221e-22 2.35359e-25 
0.0517939 304.984 310.839 7.79126 0.307176 4320 0.374129 1 587.333 3709.21 695.477 1 0 6.37906e+06 0 0 -3.72795e+07 0.74522 6.04361e-25 0.226269 4.21226e-22 2.91915e-20 0.0285116 3.39277e-20 2.74806e-18 -1.04221e-22 2.35359e-25 
0.0517954 305.004 310.888 7.79164 0.307182 4320 0.374108 1 587.388 3709.13 695.462 1 0 6.37899e+06 0 0 -3.75336e+07 0.74522 7.54426e-25 0.226269 5.25253e-22 3.27954e-20 0.0285116 4.33758e-20 2.74905e-18 -1.04221e-22 2.35359e-25 
0.0517969 305.025 310.937 7.79201 0.307188 4320 0.374088 1 587.444 3709.05 695.446 1 0 6.37892e+06 0 0 -3.77139e+07 0.74522 9.44052e-25 0.226269 6.5982e-22 3.73885e-20 0.0285116 5.6478e-20 2.75045e-18 -1.04221e-22 2.35359e-25 
0.0517984 305.046 310.986 7.79239 0.307193 4320 0.374067 1 587.5 3708.97 695.431 1 0 6.37886e+06 0 0 -3.80121e+07 0.74522 1.18344e-24 0.226269 8.3385e-22 4.32422e-20 0.0285116 7.46471e-20 2.75244e-18 -1.04221e-22 2.35359e-25 
0.0517999 305.066 311.035 7.79277 0.307199 4320 0.374035 1 587.556 3708.88 695.416 1 0 6.37879e+06 0 0 -3.81567e+07 0.74522 1.48521e-24 0.226269 1.05888e-21 5.07021e-20 0.0285116 9.98426e-20 2.75525e-18 -1.04221e-22 2.35359e-25 
0.0518028 305.108 311.135 7.79355 0.307211 4320 0.373993 1 587.67 3708.72 695.385 1 0 6.37866e+06 0 0 -3.84449e+07 0.74522 2.3226e-24 0.226269 1.70662e-21 7.1762e-20 0.0285116 1.7946e-19 2.76441e-18 -1.04221e-22 2.35359e-25 
0.0518058 305.151 311.235 7.79433 0.307223 4320 0.373951 1 587.784 3708.56 695.354 1 0 6.37854e+06 0 0 -3.89381e+07 0.74522 3.62154e-24 0.226269 2.73598e-21 1.04377e-19 0.0285116 3.20637e-19 2.78121e-18 -1.04221e-22 2.35359e-25 
0.0518088 305.194 311.337 7.79512 0.307235 4320 0.373886 1 587.899 3708.39 695.324 1 0 6.37842e+06 0 0 -3.92726e+07 0.74522 5.62439e-24 0.226269 4.37222e-21 1.54883e-19 0.0285116 5.7096e-19 2.81206e-18 -1.04221e-22 2.35359e-25 
0.0518147 305.281 311.542 7.79675 0.307259 4320 0.373799 1 588.133 3708.07 695.262 1 0 6.37819e+06 0 0 -3.99442e+07 0.74522 1.28252e-23 0.226269 1.05393e-20 3.38989e-19 0.0285116 1.652e-18 2.95128e-18 -1.04221e-22 2.35359e-25 
0.0518207 305.37 311.752 7.79841 0.307283 4320 0.373711 1 588.371 3707.74 695.201 1 0 6.37798e+06 0 0 -4.07115e+07 0.74522 2.86261e-23 0.226269 2.409e-20 7.24976e-19 0.0285116 4.40341e-18 3.32365e-18 -1.04221e-22 2.35359e-25 
0.0518266 305.461 311.965 7.80012 0.307307 4320 0.37362 1 588.613 3707.41 695.14 1 0 6.37778e+06 0 0 -4.14927e+07 0.74522 6.30153e-23 0.226269 5.39093e-20 1.53409e-18 0.0285116 1.14048e-17 4.32062e-18 -1.04221e-22 2.35359e-25 
0.0518326 305.553 312.182 7.80188 0.30733 4320 0.373529 1 588.859 3707.08 695.078 1 0 6.37761e+06 0 0 -4.22881e+07 0.74522 1.37347e-22 0.226269 1.19571e-19 3.2299e-18 0.0285116 2.92174e-17 6.99224e-18 -1.04221e-22 2.35359e-25 
0.0518385 305.647 312.403 7.80368 0.307354 4320 0.373435 1 589.11 3706.76 695.017 1 0 6.37745e+06 0 0 -4.32529e+07 0.74522 2.96515e-22 0.226269 2.64196e-19 6.78356e-18 0.0285116 7.45263e-17 1.41568e-17 -1.04221e-22 2.35359e-25 
0.0518445 305.744 312.629 7.80554 0.307378 4320 0.373291 1 589.365 3706.43 694.956 1 0 6.37731e+06 0 0 -4.40337e+07 0.74522 6.32608e-22 0.226269 5.82777e-19 1.42292e-17 0.0285116 1.89752e-16 3.33814e-17 -1.04221e-22 2.35359e-25 
0.0518564 305.943 313.093 7.80942 0.307426 4320 0.373094 1 589.888 3705.78 694.833 1 0 6.37711e+06 0 0 -4.57992e+07 0.74522 2.37962e-21 0.226269 2.36914e-18 5.35669e-17 0.0285116 9.53226e-16 1.68952e-16 -1.04221e-22 2.35359e-25 
0.0518683 306.151 313.574 7.81353 0.307473 4320 0.372782 1 590.43 3705.12 694.711 1 0 6.37698e+06 0 0 -4.7796e+07 0.74522 8.35493e-21 0.226269 8.59412e-18 1.78964e-16 0.0285116 4.06927e-15 7.60703e-16 -1.04221e-22 2.35359e-25 
0.0518921 306.599 314.592 7.82254 0.307568 4320 0.372101 1 591.573 3703.82 694.466 1 0 6.37705e+06 0 0 -5.1235e+07 0.74522 6.11167e-20 0.226269 6.76089e-17 1.25156e-15 0.0285116 3.90599e-14 7.91435e-15 -1.04221e-22 2.35359e-25 
0.0519397 307.63 316.865 7.84397 0.307759 4320 0.371092 1 594.104 3701.21 693.976 1 0 6.37849e+06 0 0 -5.94899e+07 0.74522 9.91103e-19 0.226269 1.13058e-15 1.74137e-14 0.0285116 7.525e-13 1.66012e-13 -1.04221e-22 2.35359e-25 
0.0519873 308.83 319.508 7.86969 0.307949 4320 0.369228 1 597.012 3698.6 693.488 1 0 6.38157e+06 0 0 -6.88988e+07 0.74522 1.38782e-17 0.226269 1.52244e-14 1.73926e-13 0.0285116 1.01723e-11 2.43098e-12 -1.04221e-22 2.35359e-25 
0.0520825 311.987 326.09 7.94033 0.30833 4320 0.36618 1 604.091 3693.4 692.513 1 0 6.39497e+06 0 0 -9.10328e+07 0.74522 5.51063e-16 0.226269 5.63192e-13 4.5269e-12 0.0285116 3.70166e-10 9.6691e-11 -1.04221e-22 2.35356e-25 
0.0521777 316.208 334.98 8.03781 0.308711 4320 0.362206 1 613.296 3688.21 691.54 1 0 6.41828e+06 0 0 -1.2197e+08 0.74522 2.18824e-14 0.226269 1.83335e-11 8.29717e-11 0.0285115 9.29333e-09 2.63897e-09 -1.04221e-22 2.35262e-25 
0.0522729 321.9 347.021 8.17238 0.309092 4320 0.357044 1 625.132 3683.04 690.571 1 0 6.45496e+06 0 0 -1.69327e+08 0.74522 1.19443e-12 0.226269 6.06606e-10 1.47673e-09 0.0285109 2.26441e-07 6.99124e-08 -1.04218e-22 2.32373e-25 
0.0523682 329.765 363.535 8.36132 0.309473 4320 0.345405 1 640.244 3677.89 689.604 1 0 6.51051e+06 0 0 -2.5289e+08 0.745223 1.25641e-10 0.226265 2.05667e-08 2.57794e-08 0.0285052 5.38246e-06 1.79184e-06 -1.04152e-22 1.47217e-25 
0.0525586 360.236 417.589 9.10103 0.310234 4320 0.305054 1 681.666 3667.61 687.678 1 0 6.7364e+06 0 0 -4.38464e+08 0.745235 5.87918e-08 0.225942 2.01269e-06 1.18265e-06 0.0283696 0.00033651 0.000113232 -9.97525e-23 -6.15947e-24 
0.0529395 645.506 696.365 15.91 0.311758 4320 0.248737 1 782.62 3647.24 683.858 1 0 8.47484e+06 0 0 -4.47845e+08 0.744823 5.11267e-05 0.207099 0.000375204 6.41664e-05 0.0250993 0.0219338 0.000554322 -9.47924e-23 -1.3197e-23 
0.0533203 1336.48 1299.43 31.2897 0.313281 4320 0.214613 1 847.592 3627.1 680.081 1 0 1.16123e+07 0 0 4.70671e+08 0.745014 0.0021878 0.0830489 0.00422979 0.00543817 0.00875944 0.151236 8.56705e-05 -1.00995e-22 -4.33051e-24 
0.054082 1750.71 1742.96 39.2918 0.316328 4320 0.200984 1 864.986 3587.47 672.65 1 0 1.24158e+07 0 0 1.00417e+08 0.745106 0.00162644 0.0367935 0.01031 0.00615407 0.00409835 0.195891 2.11852e-05 -9.52995e-23 -1.25336e-23 
0.0548437 1928.72 1926.69 42.252 0.319375 4320 0.194978 1 870.169 3548.69 665.38 1 0 1.24444e+07 0 0 2.57852e+07 0.745112 0.00103879 0.0277927 0.0114783 0.00452989 0.00344415 0.206593 1.16233e-05 -9.02447e-23 -1.97946e-23 
0.0563672 2075.74 2075.26 44.0833 0.325469 4320 0.191217 1 873.951 3473.6 651.301 1 0 1.21316e+07 0 0 5.85463e+06 0.745113 0.0006116 0.0216311 0.0109946 0.00291644 0.00287527 0.215851 6.62525e-06 -8.3802e-23 -2.90433e-23 
0.0578906 2155.89 2155.69 44.648 0.331562 4320 0.188785 1 875.963 3401.63 637.805 1 0 1.17379e+07 0 0 2.3249e+06 0.745113 0.000418448 0.0181948 0.0101487 0.00208775 0.00248623 0.221546 4.61831e-06 -7.87074e-23 -3.63562e-23 
0.0609375 2232.95 2232.89 44.322 0.34375 4320 0.186986 1 877.934 3266.27 612.425 1 0 1.09183e+07 0 0 673540 0.745113 0.000262633 0.0147555 0.00889768 0.00137083 0.00204739 0.22755 3.16239e-06 -7.19768e-23 -4.60159e-23 
0.0639844 2277.43 2277.39 43.4975 0.355938 4320 0.185941 1 879.108 3141.27 588.987 1 0 1.01542e+07 0 0 328647 0.745113 0.000187085 0.0126905 0.00795861 0.00100462 0.0017626 0.231281 2.54191e-06 -6.68446e-23 -5.33816e-23 
0.0670313 2305.76 2305.74 42.4817 0.368125 4320 0.185127 1 879.876 3025.48 567.278 1 0 9.45624e+06 0 0 182766 0.745113 0.000144855 0.0113359 0.00727178 0.000793743 0.0015679 0.23377 2.23121e-06 -6.29048e-23 -5.90359e-23 
0.073125 2335.18 2335.18 40.2548 0.3925 4320 0.184493 1 880.694 2817.76 528.33 1 0 8.24444e+06 0 0 65925.6 0.745113 0.000106121 0.00989004 0.00648384 0.000595902 0.00135357 0.236455 1.97481e-06 -5.77175e-23 -6.64806e-23 
0.0792188 2351.45 2351.45 38.1144 0.416875 4320 0.184144 1 881.156 2636.73 494.386 1 0 7.24568e+06 0 0 35286.5 0.745113 8.70535e-05 0.0090699 0.00601572 0.000496646 0.00122949 0.237986 1.85901e-06 -5.25708e-23 -7.38472e-23 
0.0853125 2360.64 2360.63 36.1224 0.44125 4320 0.183947 1 881.421 2477.55 464.541 1 0 6.4153e+06 0 0 19834.1 0.745113 7.70567e-05 0.00859857 0.00574195 0.000444079 0.00115751 0.238866 1.80044e-06 -4.6542e-23 -8.29723e-23 
0.0914062 2365.83 2365.83 34.2922 0.465625 4320 0.183851 1 881.571 2336.5 438.094 1 0 5.71855e+06 0 0 9755.53 0.745113 7.16594e-05 0.00832933 0.00558454 0.000415546 0.00111619 0.239368 1.76917e-06 -3.95947e-23 -9.14123e-23 
0.0944531 2367.69 2367.69 33.4387 0.477812 4320 0.183816 1 881.625 2271.83 425.969 1 0 5.41178e+06 0 0 8248.69 0.745113 6.97723e-05 0.00823233 0.00552774 0.000405541 0.00110129 0.239548 1.75824e-06 -3.65808e-23 -9.49693e-23 
0.0959766 2368.46 2368.46 33.0263 0.483906 4320 0.1838 1 881.648 2240.82 420.154 1 0 5.26752e+06 0 0 7807.97 0.745113 6.89944e-05 0.00819186 0.00550405 0.000401412 0.00109507 0.239623 1.75373e-06 -3.5301e-23 -9.66991e-23 
0.0967383 2368.81 2368.81 32.8235 0.486953 4320 0.183791 1 881.658 2225.63 417.306 1 0 5.19753e+06 0 0 9963.78 0.745113 6.86437e-05 0.00817348 0.00549331 0.000399548 0.00109226 0.239658 1.75169e-06 -3.47653e-23 -9.75742e-23 
0.0975 2369.13 2369.13 32.623 0.49 4320 0.183784 1 881.667 2210.65 414.496 1 0 5.12892e+06 0 0 8705.01 0.745113 6.83258e-05 0.00815678 0.00548355 0.00039786 0.0010897 0.239689 1.74984e-06 -3.42484e-23 -9.83404e-23 
0.098125 2369.37 2369.37 32.46 0.4925 4320 0.183777 1 881.674 2198.5 412.219 1 0 5.07362e+06 0 0 8711.16 0.745113 6.80859e-05 0.00814413 0.00547616 0.000396584 0.00108776 0.239712 1.74845e-06 -3.38536e-23 -9.90849e-23 
